PARK_ID,parkname,address,streetno,streetdir,streetnm,streettype,streetsuff,city,state,zip,prktype,prkstatus,park district,prkphone,citycounci,bocc,prkdate,x,y,leasedid,parkurl,numparking,operdays,operhours,restroom,adacomply,camping,picnic,playground,basketball,tennis,volleyball,spraygroun,mtbcycle,golf,boating,fishing,swimming,discgolf,shelter,walking,dogpark,ampitheate,motorboat,horseback,garden,historical,skatepark,interpreti,tabletenni,recgym,fitness,rvcamp,sailing,pickleball,multipurps,rcflyarea,flwrgarden,indorpavil,aquaticctr,ballfield,batingcage,bicycleltr,bmxtrack,bocciball,confcenter,concesstnd,firepit,funbrella,gagaball,gazebo,opngrnspac,highropes,horseshoe,environedu,dockpier,playsixty,rockclimb,seniorctr,shadearbor,shuflboard,trlrunning,grnwyacces,handball,arts,multiuserm,playswings,parking,resvation,reservfac,picture
REID,Reid Park,"3207 AMAY JAMES AV, CHARLOTTE, NC 28208",0,,NO ADDRESS,,,CHARLOTTE,NC,28208,Neighborhood,Developed,Central,9803141002,District 3,District 2,10/12/1998,-80.9003463,35.2040862,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Sun-Sat,Daylight,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/144/attachments/3238?token=
PENC,Hickory Grove Park,"6709 PENCE RD, CHARLOTTE, NC 28227",6709,,PENCE,RD,,CHARLOTTE,NC,28227,Neighborhood,Developed,South,9803141003,District 5,District 4,7/11/2003,-80.7173825,35.2258077,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,128,Sun-Sat,Daylight,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/131/attachments/2039?token=
RAMS,Ramsey Creek Park,"18445 NANTZ RD, CORNELIUS, NC 28078",18445,,NANTZ,RD,,CORNELIUS,NC,28078,Community,Developed,North,9803141001,,District 1,5/14/2008,-80.8951478,35.4663246,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,239,Sun-Sat,Varies,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/140/attachments/1261?token=
PKRD,Park Road Park,"6220 PARK RD, CHARLOTTE, NC 28210",6220,,PARK,RD,,CHARLOTTE,NC,28210,Community,Developed,South,9803141003,District 6,District 5,5/7/1999,-80.8499917,35.1463233,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,501,Sun-Sat,Varies,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/133/attachments/3262?token=
HUTP,The Hut,"413 JOHNSTON DR, PINEVILLE, NC 28134",413,,JOHNSTON,DR,,PINEVILLE,NC,28134,Event Venue,Developed,South,7048892400,,District 6,,-80.8909939,35.0821322,Pineville,http://www.pinevillenc.gov/Departments/ParksRecreaton/tabid/103/Default.aspx,41,Website,Website,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://www.pinevillenc.gov/government/departments/parks-recreation/parks-facilities/hut/,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/701/attachments/1306?token=
REVC,Revolution Park Sports Academy,"1225 REMOUNT RD, CHARLOTTE, NC 28208",1225,,REMOUNT,RD,,CHARLOTTE,NC,28208,Recreation Center,Developed,Central,9803141116,District 3,District 2,7/28/1998,-80.8787451,35.2139096,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,220,Sun-Sat,Varies,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/147/attachments/3234?token=
RIBW,Ribbonwalk Nature Preserve,"5017 HOYT HINSON RD, CHARLOTTE, NC 28269",5017,,HOYT HINSON,RD,,CHARLOTTE,NC,28269,Nature Preserve,Developed,North,9803141000,District 2,District 3,7/11/2005,-80.8183236,35.2916625,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,15,Sun-Sat,Daylight,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/151/attachments/1280?token=
HARC,Huntersville Athletic Recreation Center,"11836 VERHOEFF DR, HUNTERSVILLE, NC 28078",11836,,VERHOEFF,DR,,HUNTERSVILLE,NC,28078,Recreation Center,Developed,North,7044645520,,District 1,,-80.8437992,35.391743,Huntersville,https://www.huntersville.org/162/Parks-Recreation,198,Website,Website,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://www.huntersville.org/1196/Check-Facility-Availability-and-Reservat,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/714/attachments/1241?token=
AMSG,Alexander Middle School Gymnasium,"12010 HAMBRIGHT RD, HUNTERSVILLE, NC 28078",12010,,HAMBRIGHT,RD,,HUNTERSVILLE,NC,28078,Recreation Center,Developed,North,7047662220,,District 1,,-80.8383128,35.376348,Huntersville,https://www.huntersville.org/162/Parks-Recreation,116,Sun-Sat,Website,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,https://www.huntersville.org/1196/Check-Facility-Availability-and-Reservat,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/706/attachments/1250?token=
HACC,Huntersville Arts & Cultural Center,"109 S OLD STATESVILLE RD, HUNTERSVILLE, NC 28078",109,S,OLD STATESVILLE,RD,,HUNTERSVILLE,NC,28078,Arts Center,Developed,North,7047662220,,District 1,,-80.8426591,35.4101014,Huntersville,https://www.huntersville.org/162/Parks-Recreation,20,Other,Varies,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,https://www.huntersville.org/1196/Check-Facility-Availability-and-Reservat,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/707/attachments/1251?token=
BESG,Barnette Elementary School Gymnasium,"13659 BEATTIES FORD RD, HUNTERSVILLE, NC 28078",13659,,BEATTIES FORD,RD,,HUNTERSVILLE,NC,28078,Recreation Center,Developed,North,7047662220,,District 1,,-80.9246707,35.4001757,Huntersville,https://www.huntersville.org/162/Parks-Recreation,20,Other,Varies,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://www.huntersville.org/1196/Check-Facility-Availability-and-Reservat,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/708/attachments/1237?token=
DELL,Dellwood Center,"508 DELLWOOD DR, HUNTERSVILLE, NC 28078",508,,DELLWOOD,DR,,HUNTERSVILLE,NC,28078,Community Center,Developed,North,7047662220,,District 1,,-80.8344197,35.4048416,Huntersville,https://www.huntersville.org/162/Parks-Recreation,20,Website,Website,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,https://www.huntersville.org/1196/Check-Facility-Availability-and-Reservat,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/709/attachments/1252?token=
LNCH,Lake Norman Charter High School Gymnasium,"12701 OLD STATESVILLE RD, HUNTERSVILLE, NC 28078",12701,,OLD STATESVILLE,RD,,HUNTERSVILLE,NC,28078,Recreation Center,Developed,North,7047662220,,District 1,,-80.8359266,35.3922514,Huntersville,https://www.huntersville.org/162/Parks-Recreation,185,Other,Varies,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://www.huntersville.org/1196/Check-Facility-Availability-and-Reservat,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/712/attachments/1257?token=
LNCM,Lake Norman Charter Middle School Gymnasium,"12435 OLD STATESVILLE RD, HUNTERSVILLE, NC 28078",12435,,OLD STATESVILLE,RD,,HUNTERSVILLE,NC,28078,Recreation Center,Developed,North,7047662220,,District 1,,-80.8354871,35.3909809,Huntersville,https://www.huntersville.org/162/Parks-Recreation,125,Other,Varies,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,https://www.huntersville.org/1196/Check-Facility-Availability-and-Reservat,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/713/attachments/1256?token=
TCEM,Torrence Creek Elementary Multipurpose Room,"14550 RANSON RD, HUNTERSVILLE, NC 28078",14550,,RANSON,RD,,HUNTERSVILLE,NC,28078,Recreation Center,Developed,North,7047662220,,District 1,,-80.8732502,35.4117761,Huntersville,https://www.huntersville.org/162/Parks-Recreation,180,Website,Website,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,https://www.huntersville.org/1196/Check-Facility-Availability-and-Reservat,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/726/attachments/1259?token=
ADAJ,Ada Jenkins Athletic Field,"212 GAMBLE ST, DAVIDSON, NC 28036",212,,GAMBLE,ST,,DAVIDSON,NC,28036,Town Park,Developed,North,7049409641,,District 1,,-80.8538465,35.4985987,Davidson,https://www.ci.davidson.nc.us/130/Parks-Recreation,30,Website,Website,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://www.ci.davidson.nc.us/236/Facility-Rental-Fees,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/720/attachments/1215?token=
JWRC,JV Washam Recreation Center,"9611 WESTMORELAND RD, CORNELIUS, NC 28031",9611,,WESTMORELAND,RD,,CORNELIUS,NC,28031,Recreation Center,Developed,North,7048926031,,District 1,8/1/2006,-80.8682291,35.4656866,Cornelius,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,97,Website,Website,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://www.cornelius.org/117/Rental-Information,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/717/attachments/1214?token=
EVER,Evergreen Nature Preserve,"1336 NORLAND RD, CHARLOTTE, NC 28205",0,,NO ADDRESS,,,CHARLOTTE,NC,28205,Nature Preserve,Developed,South,9803141003,District 5,District 4,12/14/1998,-80.7778797,35.2084805,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,11,Sun-Sat,Daylight,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/61/attachments/3215?token=
AMJP,Amay James Park,"2415 LESTER ST, CHARLOTTE, NC 28208",2414,,LESTER,ST,,CHARLOTTE,NC,28208,Community,Undeveloped,Central,9803141002,District 3,District 2,5/1/2007,-80.9012599,35.2036377,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,100,Sun-Sat,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,No,
WINT,Winterfield Park,"3010 WINTERFIELD PL, CHARLOTTE, NC 28205",0,,,,NO,CHARLOTTE,NC,28205,Neighborhood,Developed,South,9803141003,District 5,District 4,4/21/2008,-80.7656748,35.2087582,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Sun-Sat,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,No,
EASR,Eastway Regional Recreation Center,"3150 EASTWAY PARK DR, CHARLOTTE, NC 28213",3150,,EASTWAY PARK,DR,,CHARLOTTE,NC,28213,Recreation Center,Developed,North,9803141001,District 1,District 3,,-80.7758282,35.255164,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,380,Website,Website,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/236/attachments/3?token=
SHLD,Sheffield Park,"1311 TARRINGTON AV, CHARLOTTE, NC 28205",1311,,TARRINGTON,AV,,CHARLOTTE,NC,28205,Neighborhood,Developed,South,9803141003,District 5,District 4,7/28/1998,-80.7669031,35.206132,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Sun-Sat,Daylight,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,
GRWP,Greenway Park,"226 GREENWAY ST, HUNTERSVILLE, NC 28078",226,,GREENWAY,ST,,HUNTERSVILLE,NC,28078,Town Park,Developed,North,7047662220,,District 1,,-80.8466438,35.4056438,Huntersville,https://www.huntersville.org/162/Parks-Recreation,0,Sun-Sat,Daylight,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://www.huntersville.org/1196/Check-Facility-Availability-and-Reservat,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/295/attachments/1238?token=
GRHT,Grier Heights Park,"3120 LEROY ST, CHARLOTTE, NC 28205",3120,,LEROY,ST,,CHARLOTTE,NC,28205,Neighborhood,Developed,Central,9803141002,District 1,District 4,7/16/2007,-80.8080239,35.1957915,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,62,Sun-Sat,Varies,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,
H521,Elon Park,"11435 ARDREY KELL RD, CHARLOTTE, NC 28277",11435,,ARDREY KELL,RD,,CHARLOTTE,NC,28277,Regional,Developed,South,9803141003,District 7,District 6,10/6/1998,-80.8451598,35.0224856,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,175,Sun-Sat,Daylight,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/75/attachments/2023?token=
TWSP,Two Spring Park,"1133 DOBY SPRINGS DR, CHARLOTTE, NC 28262",1133,,DOBY SPRINGS,DR,,CHARLOTTE,NC,28262,Neighborhood,Undeveloped,North,9803141001,District 4,District 3,6/6/2022,-80.7794534,35.2910044,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Non-Operational,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
BKTR,Brooktree Park,"5121 BROOKTREE DR, CHARLOTTE, NC 28208",5121,,BROOKTREE,DR,,CHARLOTTE,NC,28208,Neighborhood,Undeveloped,North,9803141001,District 2,District 2,,-80.9165636,35.2666201,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Non-Operational,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
BAIL,Bailey Road Park,"11536 BAILEY RD, CORNELIUS, NC 28031",11536,,BAILEY,RD,,CORNELIUS,NC,28031,Town Park,Developed,North,7048926031,,District 1,11/16/2002,-80.8444191,35.4658634,Cornelius,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,260,Sun-Sat,Daylight,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,https://www.cornelius.org/117/Rental-Information,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/271/attachments/2?token=
COCG,Cornelius Community Garden,"20708 E CATAWBA AV, CORNELIUS, NC 28031",20708,E,CATAWBA,AV,,CORNELIUS,NC,28031,Community Garden,Developed,North,7048926031,,District 1,3/1/2013,-80.8709016,35.4837841,Cornelius,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,8,Sun-Sat,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://smithvillecommunitycoalition.org/2021/04/08/cornelius-community-garden/,Yes,
GOGP,Glen Oak Green Park,"18905 COACHMAN'S TRACE, CORNELIUS, NC 28031",18905,,COACHMAN'S TRACE,,,CORNELIUS,NC,28031,Town Park,Developed,North,7048926031,,District 1,9/1/2007,-80.8585264,35.4644906,Cornelius,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,0,Sun-Sat,Daylight,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,https://www.cornelius.org/117/Rental-Information,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/284/attachments/1201?token=
WAHP,Walter Henderson Park,"20214 TAILWIND LN, CORNELIUS, NC 28031",20214,,TAILWIND,LN,,CORNELIUS,NC,28031,Town Park,Developed,North,7048926031,,District 1,6/14/2001,-80.8969299,35.4896154,Cornelius,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,0,Sun-Sat,Daylight,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,https://www.cornelius.org/117/Rental-Information,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/290/attachments/1211?token=
NMRC,Northern Regional Recreation Center,"18121 OLD STATESVILLE RD, CORNELIUS, NC 28031",18121,,OLD STATESVILLE,RD,,CORNELIUS,NC,28031,Recreation Center,Developed,North,9803141001,,District 1,1/15/2019,-80.8438062,35.4591278,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,250,Website,Website,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,
ROBB,Robbins Park,"17738 WEST CATAWBA AV, CORNELIUS, NC 28031",0,,,,,CORNELIUS,NC,28031,Town Park,Developed,North,7048926031,,District 1,9/18/2011,-80.8883114,35.4561801,Cornelius,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,200,Sun-Sat,Daylight,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,https://www.cornelius.org/117/Rental-Information,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/233/attachments/1206?token=
ADMN,Meck Co Parks & Recreation Administration,"5841 BROOKSHIRE BV, CHARLOTTE, NC 28216",5841,,BROOKSHIRE,BV,,CHARLOTTE,NC,28216,Operational,Operational,North,9803141001,District 2,District 2,7/9/2007,-80.9022144,35.2818916,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,160,Mon-Fri,5-Aug,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,No,
BRRC,Bailey Road Recreation Center,"11900 BAILEY RD, CORNELIUS, NC 28031",11900,,BAILEY,RD,,CORNELIUS,NC,28031,Recreation Center,Developed,North,7048926031,,District 1,8/1/2006,-80.8363702,35.4674142,Cornelius,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,153,Website,Website,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://www.cornelius.org/117/Rental-Information,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/716/attachments/1213?token=
