PARK_ID,Park_name,parkurl,operhours,restroom,adacomply,camping,picnic,playground,basketball,tennis,volleyball,spraygroun,mtbcycle,golf,boating,fishing,swimming,discgolf,shelter,walking,dogpark,ampitheate,motorboat,horseback,garden,historical,skatepark,interpreti,tabletenni,recgym,fitness,rvcamp,sailing,pickleball,multipurps,rcflyarea,flwrgarden,indorpavil,aquaticctr,ballfield,batingcage,bicycleltr,bmxtrack,bocciball,confcenter,concesstnd,firepit,funbrella,gagaball,gazebo,opngrnspac,highropes,horseshoe,environedu,dockpier,playsixty,rockclimb,seniorctr,shadearbor,shuflboard,trlrunning,grnwyacces,handball,arts,multiuser,playswings,parking,AmenitiesCount,picture,PARK_TYPE,Acres,Area,Length
FRST,First Ward Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,ADA Compliance,,,Playground,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,7,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/220/attachments/1296?token=,NEIGHBORHOOD PARK,3.06108676,133340.3633,2047.486933
WOOD,Double Oaks Family Aquatic Center,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,ADA Compliance,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/231/attachments/3208?token=,AQUATIC CENTER,2.4871354,108339.1339,1399.690158
LIND,Delta Creek Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,Picnic,Playground,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,7,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/204/attachments/10?token=,NEIGHBORHOOD PARK,10.88054297,473954.7522,3935.412548
HESG,Huntersville Elementary School Gymnasium,https://www.huntersville.org/162/Parks-Recreation,Varies,Restroom,,,,,Basketball,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/710/attachments/1253?token=,,,,
METO,Second Ward Gymnasium,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,ADA Compliance,,,,Basketball,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/241/attachments/1300?token=,RECREATION CENTER,1.40546297,61221.69755,1029.669728
PUHU,Purser-Hulsey Park,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Daylight,,,,,,,,,,Yes,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/690/attachments/807?token=,,,,
ALEX,Alexander Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,ADA Compliance,,,Playground,Basketball,Tennis,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,Yes,10,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/3/attachments/3213?token=,NEIGHBORHOOD PARK,4.4379737,193317.4371,2651.037405
MORG,Cherry Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,Playground,Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/243/attachments/3244?token=,NEIGHBORHOOD PARK,2.28970321,99739.29,1532.193823
AMRC,Amay James Recreation Center & Annex,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,ADA Compliance,,,,,,Volleyball,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,5,,,,,
PPNP,Piedmont Pine Nature Preserve,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
MTSP,Matthews-Sardis Park,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Daylight,Restroom,,,Picnic,Playground,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,8,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/689/attachments/1315?token=,,,,
SQLP,Squirrel Lake Park,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Daylight,Restroom,,,Picnic,Playground,,,,,,,,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,,,Yes,Yes,11,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/692/attachments/802?token=,,,,
ARMY,Armory Training Center,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,5-Aug,Restroom,ADA Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,,,,,
PNVP,Lakeview Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,COMMUNITY PARK,40.46834654,1762794.741,7115.974992
STMP,Stumptown Park,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Daylight,Restroom,,,Picnic,Playground,,,Volleyball,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,8,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/693/attachments/805?token=,,,,
BUCK,Buckthorn Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
MOCG,Merry Oaks Community Garden,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/244/attachments/2057?token=,,,,
BERR,Berryhill Nature Preserve,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,NATURE PRESERVE,167.8399132,7311077.491,17582.4632
WIND,Windsor Park,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Daylight,Restroom,,,Picnic,Playground,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,7,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/695/attachments/1318?token=,,,,
CREW,Crews Recreation Center,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Website,Restroom,,,,,Basketball,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/704/attachments/1319?token=,,,,
WILG,Park on Wilgrove,https://minthill.com/parks_recreation.php?Parks-Recreation-1,Daylight,Restroom,,,Picnic,Playground,,Tennis,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,10,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/696/attachments/1322?token=,,,,
MEMS,American Legion Memorial Stadium,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/114/attachments/3252?token=,EVENT VENUE,13.11948549,571482.4289,5246.895811
ERGP,East Region Gap Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
MOOR,West Cove Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
IBMD,IBM Drive Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
HIKV,Hickory View Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,COMMUNITY PARK,59.43135342,2588819.266,8291.601006
FULL,Fullwood Community Garden,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Daylight,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/688/attachments/806?token=,,,,
NORL,Northlake Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,COMMUNITY PARK,26.28779374,1145091.708,5103.046074
BJCC,Belle Johnston Community Center,http://www.pinevillenc.gov/Departments/ParksRecreaton/tabid/103/Default.aspx,Website,Restroom,,,,,Basketball,,Volleyball,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,Yes,7,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/700/attachments/1308?token=,,,,
TPDP,The Preserve Dog Park,https://www.ci.davidson.nc.us/130/Parks-Recreation,Daylight,,,,Picnic,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/283/attachments/1229?token=,,,,
MACC,Matthews Community Center,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Website,Restroom,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,6,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/703/attachments/1320?token=,,,,
JACK,Jack Hughes Park,http://www.pinevillenc.gov/Departments/ParksRecreaton/tabid/103/Default.aspx,Website,Restroom,,,Picnic,Playground,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,11,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/698/attachments/1305?token=,,,,
ANSP,Anita Stroud Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,ADA Compliance,,,Playground,Basketball,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/5/attachments/3206?token=,NEIGHBORHOOD PARK,5.24940323,228663.2194,3954.511941
ABRC,Albemarle Recreation Center,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,ADA Compliance,,,Playground,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,9,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/2/attachments/2033?token=,,,,
ALHS,Alexandriana Historic Site,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/10/attachments/1283?token=,HISTORIC SITE,1.01275109,44115.27851,1086.901252
BIGR,Big Rock Nature Preserve,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/16/attachments/1310?token=,NATURE PRESERVE,21.85678581,952077.8128,6137.741712
BLYT,Blythe Landing Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,,,Picnic,Playground,,,Volleyball,,,,Yes,Yes,,,Yes,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,Yes,12,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/24/attachments/1260?token=,COMMUNITY PARK,23.74402327,1034285.678,7736.078858
BRYT,Bryant Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/21/attachments/3229?token=,NEIGHBORHOOD PARK,14.77402477,643553.7954,6135.008542
BRNH,Rocky River Bluff Nature Preserve,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/19/attachments/1262?token=,NATURE PRESERVE,61.07334776,2660343.808,9481.095223
ALHP,Allen Hills Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,,,Picnic,Playground,Basketball,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,9,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/11/attachments/1281?token=,NEIGHBORHOOD PARK,18.08717427,787874.2386,5398.319682
CANP,Richard Barry Memorial Park,https://www.huntersville.org/162/Parks-Recreation,Varies,Restroom,ADA Compliance,,,Playground,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,8,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/22/attachments/1235?token=,COMMUNITY PARK,41.87470919,1824054.72,6858.819907
CEDR,Cedarwood Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,Playground,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,4,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/28/attachments/2035?token=,NEIGHBORHOOD PARK,8.59935948,374586.5903,2656.799452
CLWD,Shuffletown Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,ADA Compliance,,,Playground,,,Volleyball,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,9,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/32/attachments/1288?token=,COMMUNITY PARK,54.20351753,2361095.827,6309.145237
CATW,US National Whitewater Center,https://usnwc.org,Daylight,Restroom,ADA Compliance,,,,,,,,Yes,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,,,,,Yes,9,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/26/attachments/1290?token=,REGIONAL PARK,289.0108906,12589264.18,32548.4249
CDHP,R.C. Bradford Park,https://www.huntersville.org/162/Parks-Recreation,Daylight,Restroom,,,,Playground,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,10,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/27/attachments/1233?token=,REGIONAL PARK,210.8518267,9184669.172,15133.74067
COUL,Coulwood Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,ADA Compliance,,,Playground,,Tennis,Volleyball,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,11,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/42/attachments/2008?token=,COMMUNITY PARK,24.57177361,1070342.158,5782.695195
COWW,Cowans Ford Wildlife Refuge,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,2,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/43/attachments/1268?token=,NATURE PRESERVE,849.3519321,36997622.54,64834.31994
COLB,Colonel Francis J. Beatty Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,ADA Compliance,,Picnic,Playground,Basketball,Tennis,Volleyball,,Yes,,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,,,,Yes,,,Yes,,Yes,,,,,,,,,,,,,Yes,,Yes,,,,,,Yes,,,,,Yes,Yes,20,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/35/attachments/2027?token=,REGIONAL PARK,264.5525566,11523860.62,21990.39172
COLL,Collins Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,Playground,,Tennis,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,7,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/37/attachments/3241?token=,NEIGHBORHOOD PARK,3.6734543,160014.9095,2057.422155
CORP,Cordelia Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,ADA Compliance,,,Playground,Basketball,,,Yes,,,,,Yes,,Yes,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,Yes,Yes,12,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/41/attachments/3211?token=,COMMUNITY PARK,20.89170481,910039.2961,4990.865287
COPP,Copperhead Island,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,,Camping,,,,,Volleyball,,,,Yes,Yes,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,9,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/40/attachments/2020?token=,,,,
ELNC,Elon Recreation Center,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/55/attachments/2024?token=,,,,
EDGE,Edgehill Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,Playground,,Tennis,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/54/attachments/3224?token=,NEIGHBORHOOD PARK,5.37185906,233997.1883,2990.775032
DBWF,David B. Waymer Aeromodeller Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,4,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/48/attachments/2004?token=,REGIONAL PARK,139.7845838,6088992.44,13464.109
CROS,Forest Pawtuckett Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,ADA Compliance,,Picnic,Playground,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,8,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/45/attachments/1292?token=,NEIGHBORHOOD PARK,8.01470042,349118.9024,3723.900832
EALD,Eagles Landing Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,ADA Compliance,,,Playground,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/52/attachments/1293?token=,NEIGHBORHOOD PARK,7.70411046,335589.6877,3474.15949
FSPK,Firestone Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,ADA Compliance,,,Playground,Basketball,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,7,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/67/attachments/1285?token=,COMMUNITY PARK,54.61261865,2378916.159,9035.234724
FOUR,Fourth Ward Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,ADA Compliance,,,Playground,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,4,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/64/attachments/1297?token=,NEIGHBORHOOD PARK,2.91757052,127089.006,2537.466668
FRED,Fred Alexander Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,ADA Compliance,,,Playground,Basketball,Tennis,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,7,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/65/attachments/1286?token=,NEIGHBORHOOD PARK,6.04484121,263312.3425,2240.550852
FLTB,Flat Branch Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,,,,Picnic,Playground,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,Yes,Yes,8,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/63/attachments/2026?token=,,,,
DRUD,Druid Hills Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,ADA Compliance,,,Playground,Basketball,,,,,,,,,,,Yes,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,7,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/58/attachments/3601?token=,NEIGHBORHOOD PARK,6.92054024,301457.5775,3360.707204
GAND,Gander Cove Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
HORN,Hornets Nest Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,,,,Playground,Basketball,Tennis,Volleyball,,,,,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,Yes,,,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,,Yes,Yes,16,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/78/attachments/1601?token=,REGIONAL PARK,172.0058157,7492543.474,13371.46164
HOSK,Eva B. Barber Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,Playground,Basketball,,Volleyball,,,,,,,,Yes,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,8,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/79/attachments/2043?token=,NEIGHBORHOOD PARK,15.55598798,677616.1011,5081.889195
GRDY,Grady Cole Center,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,ADA Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/70/attachments/3251?token=,,,,
EZEL,Ezell Farm Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/72/attachments/1325?token=,COMMUNITY PARK,87.92206508,3829869.146,10106.63543
