PARK_ID,Park_name,Address,City,Zip Code,Park District,Phone,Longitude,Latitude,parkurl,operhours,restroom,adacomply,camping,picnic,playground,basketball,tennis,volleyball,spraygroun,mtbcycle,golf,boating,fishing,swimming,discgolf,shelter,walking,dogpark,ampitheate,motorboat,horseback,garden,historical,skatepark,interpreti,tabletenni,recgym,fitness,rvcamp,sailing,pickleball,multipurps,rcflyarea,flwrgarden,indorpavil,aquaticctr,ballfield,batingcage,bicycleltr,bmxtrack,bocciball,confcenter,concesstnd,firepit,funbrella,gagaball,gazebo,opngrnspac,highropes,horseshoe,environedu,dockpier,playsixty,rockclimb,seniorctr,shadearbor,shuflboard,trlrunning,grnwyacces,handball,arts,multiuser,playswings,parking,picture,PARK_TYPE,Acres,Area,Length
JATC,Jeff Adams Tennis Center,"1520 W TYVOLA RD, CHARLOTTE, NC 28217",CHARLOTTE,28217,South,7045293273,-80.90643,35.1718124,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/88/attachments/2047?token=,,,,
INDP,Independence Park,"1631 PARK DR, CHARLOTTE, NC 28204",CHARLOTTE,28204,Central,9803141002,-80.8240239,35.2155261,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/82/attachments/3253?token=,NEIGHBORHOOD PARK,21.08165814,918313.0677,7103.178602
IDLE,Idlewild Road Park,"10512 IDLEWILD RD, MINT HILL, NC 28105",MINT HILL,28105,South,9803141003,-80.7001092,35.1644499,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/81/attachments/2031?token=,REGIONAL PARK,128.3835224,5592364.486,13731.81909
JBCP,James Boyce Park,"300 BOYCE RD, CHARLOTTE, NC 28211",CHARLOTTE,28211,South,9803141003,-80.7692864,35.1474324,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/95/attachments/3217?token=,COMMUNITY PARK,72.96512531,3178347.837,8332.441422
LCCP,L.C. Coleman Park,"1501 MCDONALD ST, CHARLOTTE, NC 28216",CHARLOTTE,28216,Central,9803141002,-80.8615442,35.2584159,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/94/attachments/2054?token=,NEIGHBORHOOD PARK,19.72830469,859361.8067,9304.756871
LATT,Latta Place Historic Site,"5225 SAMPLE RD B, HUNTERSVILLE, NC 28216",HUNTERSVILLE,28216,North,9803141001,-80.9296962,35.3530362,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/93/attachments/15?token=,,,,
LATP,Latta Park,"601 E PARK AV, CHARLOTTE, NC 28203",CHARLOTTE,28203,Central,9803141002,-80.8509403,35.2095294,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/92/attachments/3243?token=,COMMUNITY PARK,29.70289888,1293853.012,12895.86387
MLCP,Mallard Creek Park,"3001 JOHNSTON OEHLER RD, CHARLOTTE, NC 28269",CHARLOTTE,28269,North,9803141001,-80.7609427,35.3621833,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/116/attachments/1273?token=,REGIONAL PARK,310.3932698,13520676.44,29169.75568
LTRC,Robert L. Smith Park,"1604 LITTLE ROCK RD, CHARLOTTE, NC 28214",CHARLOTTE,28214,North,9803141001,-80.9407018,35.256133,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/103/attachments/2009?token=,REGIONAL PARK,211.2344913,9201338.014,25567.80286
MCDL,McDowell Nature Preserve,"15222 YORK RD, CHARLOTTE, NC 28278",CHARLOTTE,28278,South,9803141128,-81.0237225,35.0942891,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/108/attachments/17?token=,NATURE PRESERVE,1143.228605,49798839.92,104780.9648
NATM,Discovery Place Nature Museum,"1658 STERLING RD, CHARLOTTE, NC 28209",CHARLOTTE,28209,Central,7043726261,-80.842654,35.1880917,https://nature.discoveryplace.org/,Varies,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/110/attachments/3239?token=,,,,
MCIN,McIntyre Historic Site,"5801 BEATTIES FORD RD, CHARLOTTE, NC 28216",CHARLOTTE,28216,North,9803141001,-80.8637414,35.3123291,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/109/attachments/1282?token=,HISTORIC SITE,1.74716162,76105.91931,1122.662534
MCKE,McKee Road Park,"4201 MCKEE RD, CHARLOTTE, NC 28270",CHARLOTTE,28270,South,9803141003,-80.7569183,35.0683311,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/111/attachments/2029?token=,COMMUNITY PARK,19.63077795,855113.1026,5061.775708
MIDW,Midwood Park,"2100 WILHELMINA AV, CHARLOTTE, NC 28205",CHARLOTTE,28205,Central,9803141002,-80.8026503,35.2301812,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/115/attachments/3214?token=,NEIGHBORHOOD PARK,6.23999608,271812.9827,2978.407626
MSNW,Mason Wallace Park,"7301 MONROE RD, CHARLOTTE, NC 28212",CHARLOTTE,28212,South,9803141003,-80.7555233,35.167644,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/118/attachments/3218?token=,COMMUNITY PARK,30.39420367,1323966.14,6028.657075
NMPK,North Mecklenburg Park,"16131 OLD STATESVILLE RD, HUNTERSVILLE, NC 28078",HUNTERSVILLE,28078,North,7047662220,-80.8437088,35.4333653,https://www.huntersville.org/162/Parks-Recreation,Daylight,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/127/attachments/1244?token=,COMMUNITY PARK,99.46247769,4332568.048,11929.78495
NAOM,Naomi Drenan Recreation Center,"750 BEAL ST, CHARLOTTE, NC 28211",CHARLOTTE,28211,South,9803141100,-80.7963122,35.1899746,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/121/attachments/3221?token=,,,,
MLDC,Mallard Creek Recreation Center,"2530 JOHNSTON OEHLER RD, CHARLOTTE, NC 28269",CHARLOTTE,28269,North,9803141121,-80.7597889,35.3569805,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/122/attachments/1274?token=,,,,
RAMA,Rama Road Park,"1035 RAMA RD, CHARLOTTE, NC 28211",CHARLOTTE,28211,South,9803141003,-80.7715072,35.1688572,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/139/attachments/3219?token=,,,,
REID,Reid Park,"3207 AMAY JAMES AV, CHARLOTTE, NC 28208",CHARLOTTE,28208,Central,9803141002,-80.9003463,35.2040862,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/144/attachments/3238?token=,NEIGHBORHOOD PARK,17.71694053,771746.8786,7944.621729
PENC,Hickory Grove Park,"6709 PENCE RD, CHARLOTTE, NC 28227",CHARLOTTE,28227,South,9803141003,-80.7173825,35.2258077,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/131/attachments/2039?token=,,,,
RAMS,Ramsey Creek Park,"18445 NANTZ RD, CORNELIUS, NC 28078",CORNELIUS,28078,North,9803141001,-80.8951478,35.4663246,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/140/attachments/1261?token=,COMMUNITY PARK,43.02486871,1874156.208,7471.130118
PKRD,Park Road Park,"6220 PARK RD, CHARLOTTE, NC 28210",CHARLOTTE,28210,South,9803141003,-80.8499917,35.1463233,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/133/attachments/3262?token=,COMMUNITY PARK,71.41127562,3110662.719,8416.842125
HUTP,The Hut,"413 JOHNSTON DR, PINEVILLE, NC 28134",PINEVILLE,28134,South,7048892400,-80.8909939,35.0821322,http://www.pinevillenc.gov/Departments/ParksRecreaton/tabid/103/Default.aspx,Website,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/701/attachments/1306?token=,,,,
REVC,Revolution Park Sports Academy,"1225 REMOUNT RD, CHARLOTTE, NC 28208",CHARLOTTE,28208,Central,9803141116,-80.8787451,35.2139096,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/147/attachments/3234?token=,,,,
RIBW,Ribbonwalk Nature Preserve,"5017 HOYT HINSON RD, CHARLOTTE, NC 28269",CHARLOTTE,28269,North,9803141000,-80.8183236,35.2916625,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/151/attachments/1280?token=,NATURE PRESERVE,186.8071372,8137286.467,18263.9892
HARC,Huntersville Athletic Recreation Center,"11836 VERHOEFF DR, HUNTERSVILLE, NC 28078",HUNTERSVILLE,28078,North,7044645520,-80.8437992,35.391743,https://www.huntersville.org/162/Parks-Recreation,Website,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/714/attachments/1241?token=,,,,
AMSG,Alexander Middle School Gymnasium,"12010 HAMBRIGHT RD, HUNTERSVILLE, NC 28078",HUNTERSVILLE,28078,North,7047662220,-80.8383128,35.376348,https://www.huntersville.org/162/Parks-Recreation,Website,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/706/attachments/1250?token=,,,,
HACC,Huntersville Arts & Cultural Center,"109 S OLD STATESVILLE RD, HUNTERSVILLE, NC 28078",HUNTERSVILLE,28078,North,7047662220,-80.8426591,35.4101014,https://www.huntersville.org/162/Parks-Recreation,Varies,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/707/attachments/1251?token=,,,,
BESG,Barnette Elementary School Gymnasium,"13659 BEATTIES FORD RD, HUNTERSVILLE, NC 28078",HUNTERSVILLE,28078,North,7047662220,-80.9246707,35.4001757,https://www.huntersville.org/162/Parks-Recreation,Varies,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/708/attachments/1237?token=,,,,
DELL,Dellwood Center,"508 DELLWOOD DR, HUNTERSVILLE, NC 28078",HUNTERSVILLE,28078,North,7047662220,-80.8344197,35.4048416,https://www.huntersville.org/162/Parks-Recreation,Website,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/709/attachments/1252?token=,,,,
LNCH,Lake Norman Charter High School Gymnasium,"12701 OLD STATESVILLE RD, HUNTERSVILLE, NC 28078",HUNTERSVILLE,28078,North,7047662220,-80.8359266,35.3922514,https://www.huntersville.org/162/Parks-Recreation,Varies,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/712/attachments/1257?token=,,,,
LNCM,Lake Norman Charter Middle School Gymnasium,"12435 OLD STATESVILLE RD, HUNTERSVILLE, NC 28078",HUNTERSVILLE,28078,North,7047662220,-80.8354871,35.3909809,https://www.huntersville.org/162/Parks-Recreation,Varies,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/713/attachments/1256?token=,,,,
TCEM,Torrence Creek Elementary Multipurpose Room,"14550 RANSON RD, HUNTERSVILLE, NC 28078",HUNTERSVILLE,28078,North,7047662220,-80.8732502,35.4117761,https://www.huntersville.org/162/Parks-Recreation,Website,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/726/attachments/1259?token=,,,,
ADAJ,Ada Jenkins Athletic Field,"212 GAMBLE ST, DAVIDSON, NC 28036",DAVIDSON,28036,North,7049409641,-80.8538465,35.4985987,https://www.ci.davidson.nc.us/130/Parks-Recreation,Website,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/720/attachments/1215?token=,,,,
JWRC,JV Washam Recreation Center,"9611 WESTMORELAND RD, CORNELIUS, NC 28031",CORNELIUS,28031,North,7048926031,-80.8682291,35.4656866,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,Website,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/717/attachments/1214?token=,,,,
EVER,Evergreen Nature Preserve,"1336 NORLAND RD, CHARLOTTE, NC 28205",CHARLOTTE,28205,South,9803141003,-80.7778797,35.2084805,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/61/attachments/3215?token=,NATURE PRESERVE,77.41414574,3372147.003,9090.295806
AMJP,Amay James Park,"2415 LESTER ST, CHARLOTTE, NC 28208",CHARLOTTE,28208,Central,9803141002,-80.9012599,35.2036377,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,COMMUNITY PARK,41.57665354,1811071.794,6087.278349
WINT,Winterfield Park,"3010 WINTERFIELD PL, CHARLOTTE, NC 28205",CHARLOTTE,28205,South,9803141003,-80.7656748,35.2087582,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,NEIGHBORHOOD PARK,13.7540614,599124.529,4948.286494
EASR,Eastway Regional Recreation Center,"3150 EASTWAY PARK DR, CHARLOTTE, NC 28213",CHARLOTTE,28213,North,9803141001,-80.7758282,35.255164,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Website,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/236/attachments/3?token=,,,,
SHLD,Sheffield Park,"1311 TARRINGTON AV, CHARLOTTE, NC 28205",CHARLOTTE,28205,South,9803141003,-80.7669031,35.206132,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,NEIGHBORHOOD PARK,8.05008103,350660.1384,3347.842451
GRWP,Greenway Park,"226 GREENWAY ST, HUNTERSVILLE, NC 28078",HUNTERSVILLE,28078,North,7047662220,-80.8466438,35.4056438,https://www.huntersville.org/162/Parks-Recreation,Daylight,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/295/attachments/1238?token=,,,,
